,Bankrupt?, ROA(C), ROA(A), ROA(B), Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Tax rate, Net Value Per Share
0,1,0.37059425700000004,0.424389446,0.405749772,0.601457213,0.601457213,0.9989692029999999,0.796887146,0.8088093609999999,0.0,0.147949939
1,1,0.464290937,0.53821413,0.516730018,0.610235086,0.610235086,0.998945978,0.7973801909999999,0.8093007259999999,0.0,0.182251064
2,1,0.42607127200000006,0.499018753,0.472295091,0.601450006,0.601363525,0.998857353,0.7964033690000001,0.8083875209999999,0.0,0.17791075
3,1,0.399844001,0.451264719,0.457733283,0.583541129,0.583541129,0.9986997470000001,0.796966968,0.808965598,0.0,0.154186507
4,1,0.46502218100000003,0.538432185,0.5222977679999999,0.598783494,0.598783494,0.998973132,0.797366081,0.80930372,0.0,0.167502423
5,1,0.388680349,0.415176625,0.41913378700000004,0.590171378,0.590250652,0.9987580979999999,0.796903193,0.8087705620000001,0.0,0.155577093
6,0,0.39092282899999997,0.445704317,0.436158253,0.6199498410000001,0.6199498410000001,0.9989931209999999,0.7970119290000001,0.80896039,0.0,0.15882179400000002
7,0,0.5083605520000001,0.5709223720000001,0.559077038,0.601738278,0.601716658,0.999008951,0.797448808,0.8093615279999999,0.157607045,0.176983692
8,0,0.488519475,0.545137375,0.543283902,0.603612044,0.603612044,0.998960768,0.7974135309999999,0.8093380920000001,0.00587104,0.184189457
9,0,0.49568566299999994,0.550915831,0.542962685,0.599208694,0.599208694,0.999000632,0.7974035709999999,0.809320385,0.39244862799999997,0.17744722100000002
10,0,0.48247452799999996,0.567542521,0.538197976,0.614025858,0.614025858,0.998978447,0.797534994,0.809459697,0.0,0.18292528800000002
11,0,0.444401111,0.549716529,0.498956047,0.623711786,0.623711786,0.998975327,0.79744286,0.80938913,0.0,0.173865408
12,0,0.491151952,0.551569996,0.543390974,0.6081307020000001,0.608137909,0.999044887,0.797428887,0.809344342,0.18524142100000002,0.169398677
13,0,0.474040852,0.533307894,0.523689705,0.600577985,0.600577985,0.9989670079999999,0.7973682940000001,0.8092992929999999,0.0,0.171547765
14,0,0.506703066,0.575828609,0.569837786,0.604685856,0.604685856,0.999052975,0.797513967,0.8094563109999999,0.0,0.180565505
15,0,0.513820504,0.571085914,0.5587558220000001,0.621773159,0.621773159,0.999096883,0.797506773,0.809395509,0.25873064100000004,0.174328937
16,0,0.488909472,0.56023768,0.540285883,0.606523588,0.606523588,0.9989964720000001,0.797877249,0.8097611029999999,0.029456423,0.183852345
17,0,0.53595281,0.59043829,0.580919749,0.618450828,0.618450828,0.999118837,0.797588255,0.809460738,0.21743091399999998,0.189541107
18,0,0.504070589,0.55980157,0.55864875,0.598343879,0.598343879,0.998988615,0.79741201,0.809334056,0.09555623,0.17512957699999998
19,0,0.487398235,0.543720017,0.533647412,0.63625881,0.636251604,0.999041651,0.797443551,0.8093404359999999,0.441643891,0.176478025
20,0,0.48525325399999997,0.545573485,0.534664597,0.622176739,0.622256014,0.999065454,0.797521714,0.809405795,0.261058812,0.189119717
21,0,0.504558085,0.564489751,0.553027464,0.607446057,0.607446057,0.999029981,0.7974658240000001,0.8093709020000001,0.208928029,0.185453626
22,0,0.51201677,0.563672045,0.569034745,0.618933683,0.618933683,0.9990586370000001,0.7974443809999999,0.8093671259999999,0.005567365,0.176983692
23,0,0.49485692,0.54813563,0.540446491,0.6095071999999999,0.6095071999999999,0.999052397,0.797413255,0.80932312,0.417653609,0.18440015199999998
24,0,0.509969288,0.561382468,0.552599176,0.602956226,0.602956226,0.9990247809999999,0.797417128,0.809331192,0.306913655,0.172896212
25,0,0.444986106,0.50365242,0.49552973899999997,0.611762925,0.611806166,0.998925064,0.797046237,0.808992679,0.0,0.161307994
26,0,0.5192804560000001,0.563617532,0.568606456,0.626544055,0.626544055,0.9990993090000001,0.797512168,0.8094028,0.231096265,0.179217058
27,0,0.54740896,0.59305495,0.592483538,0.6097378170000001,0.6097378170000001,0.999111788,0.797571239,0.80944876,0.21378682100000002,0.182630315
28,0,0.500853118,0.563944614,0.550564805,0.60202655,0.6022932010000001,0.998982376,0.797502899,0.8094000659999999,0.19637615100000003,0.17795288899999998
29,1,0.416126359,0.470235499,0.46378285799999996,0.599115006,0.599115006,0.9989725540000001,0.797240882,0.8091758659999999,0.0,0.156209178
30,1,0.462194706,0.53603358,0.514427967,0.5999870279999999,0.5999870279999999,0.998908888,0.797290547,0.809222607,0.0,0.145505878
31,0,0.476088334,0.54448321,0.5296857429999999,0.618868822,0.618868822,0.9990140359999999,0.79738033,0.809307105,0.0,0.158695377
32,0,0.505874324,0.570704317,0.559826543,0.601168942,0.601176148,0.9989999390000001,0.7974395390000001,0.8093585329999999,0.077032088,0.17702583100000002
33,0,0.486374494,0.544755778,0.540500027,0.603475115,0.603475115,0.9989435520000001,0.797414915,0.809338353,0.039983804,0.185875016
34,0,0.494369424,0.550915831,0.548583971,0.599107799,0.599107799,0.998995317,0.79739278,0.809317651,0.09383540800000001,0.17403396399999999
35,0,0.47516209200000004,0.564544265,0.525028106,0.614278096,0.614278096,0.998973363,0.797519777,0.809443813,0.0,0.180186254
36,0,0.462925949,0.516354121,0.51710477,0.622702835,0.622529872,0.998997397,0.7972450329999999,0.809190188,0.0,0.16611183699999998
37,0,0.47891580899999997,0.5413214129999999,0.529310991,0.607042477,0.607006443,0.9990173859999999,0.797403986,0.8093171309999999,0.544893208,0.167502423
38,0,0.481060791,0.539467946,0.530863537,0.60088067,0.60088067,0.998975443,0.797387938,0.8093156979999999,0.0,0.172179849
39,0,0.48622824600000003,0.548026603,0.544140479,0.598444774,0.598444774,0.9989531420000001,0.797404401,0.8093433000000001,0.0,0.177110109
40,0,0.507824307,0.571631051,0.549226404,0.625326107,0.625326107,0.999135707,0.797541635,0.8094133459999999,0.30256098800000003,0.17487674399999997
41,0,0.48915322,0.562690798,0.541517212,0.604411998,0.604411998,0.9989708209999999,0.7978960629999999,0.8097986,0.0,0.185074375
42,0,0.511188027,0.566888356,0.559077038,0.61817697,0.61817697,0.999077471,0.797521852,0.80940918,0.235752607,0.18697062899999997
43,0,0.523034173,0.575883123,0.576422721,0.600347367,0.600347367,0.999027208,0.797446595,0.809361918,0.122178358,0.17896422399999998
44,0,0.5088480479999999,0.553423463,0.552920392,0.635718301,0.635718301,0.999062103,0.797481041,0.809365173,0.39012045799999995,0.174413215
45,0,0.48895822200000005,0.54900785,0.538947481,0.624317156,0.624288329,0.999098154,0.797546753,0.8094301420000001,0.216621115,0.18709704600000002
46,0,0.502120606,0.563508504,0.545853632,0.608865795,0.608865795,0.999048353,0.7974654090000001,0.809363741,0.29588015,0.185200792
47,0,0.5230829229999999,0.5633449629999999,0.57235398,0.620944378,0.620944378,0.999101736,0.7974748159999999,0.809371162,0.281000101,0.178753529
48,0,0.493345683,0.550534235,0.539804058,0.610206258,0.610206258,0.9990228170000001,0.79742861,0.8093412170000001,0.25012653100000004,0.18541148699999999
49,0,0.505630576,0.559747056,0.549172868,0.60456334,0.60456334,0.99903079,0.797414638,0.809331582,0.24425549100000002,0.17251696100000002
50,0,0.469555891,0.527202355,0.522511912,0.619402125,0.61952464,0.999045118,0.797269934,0.809203208,0.0,0.15953815699999999
51,0,0.5237166670000001,0.56154601,0.568178168,0.6264143329999999,0.6264143329999999,0.9991330490000001,0.79752614,0.80939616,0.353983197,0.179427753
52,0,0.521912933,0.5648713479999999,0.568178168,0.609290996,0.6092405479999999,0.999097923,0.7974981959999999,0.8093866559999999,0.285453993,0.178669251
53,0,0.503193097,0.5596925429999999,0.550671878,0.603590424,0.603071535,0.999001441,0.7975127209999999,0.809397983,0.27320579,0.179385614
54,1,0.453029786,0.516572176,0.505594518,0.596945762,0.596952968,0.99893997,0.797084143,0.80903955,0.0,0.156799124
55,1,0.47209086899999997,0.538813781,0.517051234,0.597392583,0.597392583,0.998960422,0.797365942,0.80929031,0.0,0.148202773
56,1,0.066933164,0.057184911,0.054820922,0.601860794,0.601860794,0.9988247690000001,0.79677924,0.80871666,0.0,0.120011799
57,1,0.40666894200000003,0.46729175799999995,0.453450399,0.595994465,0.595994465,0.998830778,0.797190527,0.809128475,0.0,0.151531752
58,0,0.48223078,0.544319669,0.536431286,0.6180832820000001,0.6180832820000001,0.999003636,0.797388768,0.809315047,0.0,0.156082761
59,0,0.488519475,0.5501526379999999,0.5403394189999999,0.6007365339999999,0.600758154,0.998996588,0.7974093809999999,0.80932976,0.170968722,0.183388816
60,0,0.47647833100000003,0.533416921,0.527811981,0.6046354079999999,0.6046354079999999,0.998959959,0.797393334,0.8093130940000001,0.49519182100000003,0.181281868
61,0,0.488129479,0.518916267,0.5474597139999999,0.597947506,0.597947506,0.9989739409999999,0.797359994,0.809292133,0.0,0.16817664699999998
62,0,0.469165895,0.547863061,0.516141121,0.61047291,0.61047291,0.99898122,0.7974472859999999,0.80936296,0.109120356,0.17609877399999999
63,0,0.48227953,0.552932839,0.540125274,0.6190489920000001,0.619020165,0.999049393,0.797417128,0.8093573620000001,0.0,0.165648308
64,0,0.46419343799999996,0.526766245,0.5150704,0.605932631,0.605874977,0.998981682,0.797349203,0.809271952,0.0,0.171042097
65,0,0.475893336,0.5405582210000001,0.52877563,0.6007365339999999,0.6007365339999999,0.998974172,0.797399836,0.80932364,0.097884401,0.174160381
66,0,0.473504607,0.514500654,0.52797259,0.595122443,0.595122443,0.998914665,0.797293175,0.8092296379999999,0.0,0.172769795
67,0,0.503534344,0.5539685999999999,0.5514749179999999,0.620396662,0.620396662,0.999079897,0.797471081,0.809367517,0.294867902,0.176225191
68,0,0.478330815,0.545900567,0.53027464,0.604102106,0.604102106,0.998996935,0.797609006,0.809525707,0.0,0.18608571100000001
69,0,0.49636815700000003,0.549062364,0.545532416,0.61242595,0.6123971229999999,0.99903391,0.7974309620000001,0.809338613,0.34193744299999995,0.18684421199999998
70,0,0.544825233,0.5881487129999999,0.5892178379999999,0.6006356389999999,0.6006356389999999,0.999038647,0.7974688679999999,0.8093709020000001,0.23615750600000002,0.183515233
71,0,0.520060449,0.56972307,0.5630922429999999,0.636784906,0.636784906,0.9990838259999999,0.797521575,0.80940241,0.285858893,0.176140913
72,0,0.48881197299999996,0.546391191,0.537769688,0.623985644,0.623906369,0.9990430379999999,0.797556852,0.8094270170000001,0.28110132600000004,0.187054907
73,0,0.532394092,0.580680331,0.574281278,0.608865795,0.608865795,0.999072271,0.7975066340000001,0.809394598,0.265816378,0.191268805
74,0,0.525032906,0.566397732,0.576369185,0.619330057,0.619330057,0.99906557,0.797491279,0.809392124,0.18797449100000002,0.17980700300000002
75,0,0.489543216,0.54726341,0.535895926,0.607539745,0.607539745,0.999009067,0.79741616,0.809328588,0.36299220600000004,0.188951161
76,0,0.512553015,0.5648168339999999,0.558862894,0.603900316,0.603900316,0.999034372,0.7974398159999999,0.8093557990000001,0.130175119,0.175677384
77,0,0.48193828299999997,0.546990842,0.53611007,0.618811168,0.618767927,0.9989382370000001,0.797437049,0.809360486,0.0,0.166828199
78,0,0.540145274,0.582315744,0.582579367,0.625599965,0.625599965,0.9991432170000001,0.79760873,0.8094656859999999,0.26500658,0.186338545
79,0,0.523034173,0.563126908,0.570159002,0.6071649920000001,0.607150579,0.999074813,0.7974934920000001,0.809384443,0.27634375899999997,0.178247861
80,0,0.505923073,0.56345399,0.552010279,0.6028697439999999,0.602711195,0.99897163,0.797586595,0.809451885,0.257212268,0.18216678600000002
81,1,0.43274996299999996,0.49274967299999994,0.482092189,0.604015624,0.604015624,0.9988954840000001,0.7972899929999999,0.8092219559999999,0.0,0.158611099
82,0,0.480622045,0.487080244,0.534611061,0.617867078,0.617867078,0.999021893,0.7972422659999999,0.809177038,0.0,0.15338586699999998
83,0,0.480085799,0.5415939820000001,0.534611061,0.597904265,0.597904265,0.9989729009999999,0.797389322,0.809316349,0.0,0.18086047800000002
84,0,0.47467459700000003,0.534779765,0.527811981,0.605291226,0.605291226,0.998967817,0.7973913970000001,0.80931661,0.08624354699999999,0.18195609100000001
85,0,0.464485936,0.524204099,0.5204775420000001,0.596261116,0.596261116,0.998955453,0.797367187,0.8092977309999999,0.0,0.165859003
86,0,0.48934821799999995,0.552060619,0.53991113,0.606213696,0.606213696,0.998957302,0.7974731559999999,0.8093899109999999,0.051827108,0.17689941399999998
87,0,0.47769707,0.541703009,0.53230901,0.619863359,0.620057943,0.9990131109999999,0.797393334,0.80932312,0.0,0.167586701
88,0,0.46316969700000005,0.5372328829999999,0.515016864,0.601550902,0.601608556,0.9989444759999999,0.79739029,0.809314917,0.164591558,0.172601239
89,0,0.4685809,0.52916485,0.5222442310000001,0.598898802,0.598898802,0.998959844,0.7973698159999999,0.809299033,0.0,0.177615777
90,0,0.476673329,0.512047536,0.531452433,0.592499171,0.592499171,0.9988803470000001,0.79731614,0.809249688,0.0,0.16556403
91,0,0.521620436,0.575937636,0.566893303,0.620454316,0.620454316,0.9991154859999999,0.7975340259999999,0.809418815,0.229982792,0.179048502
92,0,0.50514308,0.563126908,0.561432625,0.602783263,0.602783263,0.9989815670000001,0.797889838,0.809784279,0.0048587909999999995,0.18949896800000002
93,0,0.488616975,0.542956825,0.542213181,0.609672956,0.609687369,0.999004098,0.797407168,0.8093292390000001,0.124607754,0.18570646
94,0,0.512991761,0.565961622,0.564162964,0.596780005,0.596780005,0.998991966,0.7974179579999999,0.80933679,0.162769511,0.18233534199999998
95,0,0.529859114,0.586022678,0.5799561,0.63760648,0.63760648,0.999098501,0.797548137,0.809442771,0.14232209699999998,0.18060764399999998
96,0,0.474187101,0.53281727,0.524064457,0.6205263839999999,0.620382248,0.99902559,0.7974263970000001,0.809322729,0.642980059,0.193586448
97,0,0.49680690299999997,0.570704317,0.543551582,0.602848124,0.602848124,0.999004907,0.7974578,0.809366215,0.19121368600000002,0.19021533
98,0,0.52688539,0.571522024,0.57181862,0.6195750879999999,0.619567881,0.999092145,0.797536516,0.80941582,0.263285758,0.182377481
99,0,0.484278263,0.548190144,0.53557471,0.605183125,0.605183125,0.998973825,0.79742031,0.809347206,0.0,0.193375753
100,0,0.513820504,0.565416485,0.55864875,0.602682368,0.602682368,0.999017617,0.797446456,0.8093572309999999,0.19516145399999998,0.17706797
101,0,0.48340077,0.549607501,0.53760908,0.615928451,0.615921244,0.998878499,0.797508295,0.809426757,0.006680838000000001,0.16640681
102,0,0.538439039,0.583296991,0.582579367,0.622919039,0.622919039,0.99912473,0.797580508,0.8094511040000001,0.23747342800000001,0.184947958
103,0,0.5027056010000001,0.55527693,0.55334868,0.605752461,0.6056587729999999,0.9990425759999999,0.797466654,0.809371683,0.20649863300000001,0.175677384
104,0,0.49602691,0.555494985,0.544889983,0.601089667,0.60090229,0.9989499070000001,0.797558235,0.809436912,0.22735094600000003,0.180944756
105,1,0.504363087,0.562254688,0.555329514,0.6048588189999999,0.6048588189999999,0.9990597920000001,0.7974380179999999,0.809347206,0.26227350899999996,0.184695125
106,1,0.47067713200000005,0.5369058000000001,0.523850313,0.597652027,0.597652027,0.999009645,0.79738614,0.809313225,0.0,0.177110109
107,0,0.496124409,0.582806367,0.559933615,0.607323542,0.607323542,0.999057135,0.7976624059999999,0.809631036,0.0,0.220302558
108,0,0.522741676,0.591419538,0.589271374,0.606120007,0.606120007,0.999064645,0.7976056859999999,0.8095606,0.0,0.226244153
109,0,0.446302345,0.53150894,0.499544944,0.595771055,0.595771055,0.998894906,0.7973237479999999,0.8092860129999999,0.0,0.176941553
110,0,0.438746161,0.50452464,0.49751057299999996,0.5956629529999999,0.595771055,0.9989059990000001,0.79723438,0.809200213,0.0,0.176520163
111,0,0.5032418470000001,0.549171391,0.559505327,0.603893109,0.603893109,0.999001672,0.797421278,0.8093456440000001,0.0,0.17972272600000003
112,0,0.454199776,0.5227322289999999,0.508913753,0.595064789,0.595064789,0.998916976,0.797331357,0.809274426,0.0,0.193544309
113,0,0.479354556,0.5348342779999999,0.532951443,0.598574497,0.598574497,0.998970128,0.797391812,0.8093171309999999,0.071161049,0.18692849
114,0,0.550723931,0.582479285,0.586594571,0.604642615,0.604642615,0.999118837,0.7975485520000001,0.8094211579999999,0.28251847399999996,0.182208925
115,0,0.501194365,0.541375927,0.545157664,0.60146442,0.60146442,0.9989789090000001,0.7974064759999999,0.8093246820000001,0.28525154399999997,0.18608571100000001
116,0,0.485594501,0.570377235,0.54167782,0.603237291,0.603359806,0.99907932,0.797497227,0.809422981,0.0,0.180565505
117,0,0.479452055,0.551951592,0.535253493,0.6003689879999999,0.600448262,0.998968625,0.797460567,0.809400978,0.0,0.179301336
118,0,0.48422951299999994,0.546609246,0.53557471,0.605406535,0.605406535,0.9990072179999999,0.797439124,0.8093507209999999,0.21085130100000002,0.181239729
119,0,0.38492663200000005,0.410488443,0.429573318,0.586265296,0.586265296,0.9986842640000001,0.796819774,0.8087795459999999,0.0,0.156714846
120,0,0.479354556,0.532272133,0.531452433,0.6066821370000001,0.606746998,0.998995317,0.7973620690000001,0.8092831490000001,0.0,0.17264337800000001
121,0,0.45039730899999997,0.5040340170000001,0.506986455,0.5946395879999999,0.5946395879999999,0.9989055370000001,0.797293037,0.809239142,0.0,0.178753529
122,0,0.517184225,0.5517880510000001,0.5711761870000001,0.606307384,0.606307384,0.999007449,0.797445073,0.8093572309999999,0.17694098600000002,0.17706797
123,0,0.492663189,0.550534235,0.542427325,0.604022831,0.604022831,0.9989682790000001,0.79745282,0.809740012,0.22613624899999998,0.19763179
124,0,0.500073124,0.6078826860000001,0.5474597139999999,0.613312386,0.613312386,0.999125192,0.798036755,0.8098617459999999,0.10335054199999999,0.182630315
125,0,0.504753083,0.581879634,0.5761015039999999,0.6051326770000001,0.6051326770000001,0.999040265,0.797559342,0.809564115,0.0,0.226075597
